10152	ABI2	uc002uzz.2	uc010zin.1
10154	PLXNC1	uc009zsv.2	uc010sut.1
10155	TRIM28	uc002qtg.1	uc002qth.1
10157	AASS	uc003vkb.2	uc011knw.1
10162	LPCAT3	uc001qsi.2	uc010sfw.1
10165	SLC25A13	uc003uof.3	uc011kik.1
10166	SLC25A15	uc001uxn.2	uc010tfb.1
10168	ZNF197	uc003cnm.2	uc003cnp.2
1017	CDK2	uc001sit.3	uc010spy.1
10171	RCL1	uc003zis.2	uc010mhl.1
10172	ZNF256	uc002qqu.2	uc010euj.2
10178	ODZ1	uc004euj.2	uc011muj.1
10179	RBM7	uc001pow.2	uc001pox.2
10180	RBM6	uc003cyc.2	uc011bdi.1
10180	RBM6	uc003cye.2	uc011bdi.1
10181	RBM5	uc003cyg.2	uc003cyh.2
10181	RBM5	uc003cyg.2	uc011bdk.1
10188	TNK2	uc003fvu.1	uc003fvr.1
10196	PRMT3	uc001mqb.2	uc001mqc.2
10196	PRMT3	uc001mqb.2	uc010rdn.1
102	ADAM10	uc002afd.1	uc010ugz.1
10201	NME6	uc003csp.3	uc010hju.2
10201	NME6	uc011bbh.1	uc003cso.2
10201	NME6	uc011bbh.1	uc010hju.2
10202	DHRS2	uc001wku.3	uc001wkv.3
10203	CALCRL	uc002upv.3	uc002upw.2
10207	INADL	uc001dac.2	uc010oou.1
10208	USPL1	uc001utc.2	uc001ute.1
10210	TOPORS	uc003zrb.2	uc003zrc.2
10217	CTDSPL	uc003chg.2	uc003chh.2
1022	CDK7	uc003jvs.3	uc003jvu.3
10221	TRIB1	uc010mdn.2	uc011lis.1
10221	TRIB1	uc011lis.1	uc010mdn.2
10225	CD96	uc010hpy.1	uc003dxv.2
10226	PLIN3	uc002mbj.2	uc002mbk.2
10227	MFSD10	uc003gfz.2	uc003ggb.1
10228	STX6	uc010pnq.1	uc010pnr.1
10231	RCAN2	uc003oyc.1	uc003oyb.1
10233	LRRC23	uc001qrr.2	uc001qrp.2
10234	LRRC17	uc003vau.2	uc003vat.2
10235	RASGRP2	uc009ypv.2	uc001oau.2
10236	HNRNPR	uc001bgs.3	uc001bgo.2
10238	DCAF7	uc002jbc.2	uc002jbb.2
10238	DCAF7	uc002jbc.2	uc010wpn.1
10239	AP3S2	uc002boq.3	uc002bos.3
10239	AP3S2	uc002boq.3	uc010bnt.2
1024	CDK8	uc001uqr.1	uc001uqt.1
10242	KCNMB2	uc003fjf.2	uc011bqb.1
10244	RABEPK	uc004bpl.1	uc004bpj.2
10249	GLYAT	uc001nnb.2	uc001nnc.2
10251	SPRY3	uc004fnq.1	uc010nvl.1
10256	CNKSR1	uc001blm.3	uc009vse.2
10257	ABCC4	uc001vmd.3	uc010afj.2
10257	ABCC4	uc001vmd.3	uc010tih.1
10260	DENND4A	uc002aph.2	uc002api.2
10261	IGSF6	uc002djg.1	uc010vbi.1
10262	SF3B4	uc001etj.1	uc001eti.1
10263	CDK2AP2	uc001oma.2	uc009yry.2
10268	RAMP3	uc003tnb.2	uc003tnc.2
10270	AKAP8	uc002nav.2	uc010dzy.2
10272	FSTL3	uc002lpk.1	uc010drt.1
10272	FSTL3	uc010drt.1	uc002lpk.1
10276	NET1	uc001iib.2	uc001iia.2
10276	NET1	uc001iib.2	uc010qar.1
10277	UBE4B	uc001aqr.3	uc001aqu.2
10278	EFS	uc001wjo.2	uc010tnm.1
10279	PRSS16	uc003njb.2	uc003njd.2
10285	SMNDC1	uc001kzc.3	uc001kzb.2
1029	CDKN2A	uc003zpl.2	uc003zpk.2
10290	SPEG	uc002vlq.2	uc010fwg.2
10290	SPEG	uc010fwg.2	uc010fwh.1
10293	TRAIP	uc003cxs.1	uc010hla.1
10295	BCKDK	uc002eaw.3	uc002eav.3
10296	MAEA	uc003gda.2	uc010ibt.2
10298	PAK4	uc002okl.1	uc002oko.1
10298	PAK4	uc002okp.1	uc002oko.1
10299	MARCH6	uc003jet.1	uc003jeu.1
10299	MARCH6	uc003jet.1	uc011cmv.1
103	ADAR	uc001ffk.2	uc001ffj.2
1030	CDKN2B	uc003zpo.2	uc003zpn.2
10307	APBB3	uc003lge.1	uc003lgb.1
10307	APBB3	uc003lge.1	uc003lgf.1
10309	CCNO	uc003jpw.2	uc003jpv.2
10312	TCIRG1	uc001one.2	uc001oni.2
10312	TCIRG1	uc001one.2	uc009ysd.2
10312	TCIRG1	uc001onh.2	uc009ysd.2
10313	RTN3	uc001nxo.2	uc010rmu.1
10318	TNIP1	uc003ltj.2	uc011dcn.1
10319	LAMC3	uc004caa.1	uc010mze.1
10322	SMYD5	uc002siw.2	uc002six.1
10324	KBTBD10	uc002ueu.1	uc010zdh.1
10326	SIRPB1	uc002wfl.3	uc002wfk.3
10329	TMEM5	uc001srs.1	uc001srq.1
10336	PCGF3	uc003gbe.2	uc003gbh.2
10346	TRIM22	uc001mbr.2	uc009yes.2
10347	ABCA7	uc002lqw.3	uc010dsc.2
10352	WARS2	uc001ehn.2	uc010oxg.1
10367	CBARA1	uc001jtb.1	uc010qjx.1
10376	TUBA1B	uc001rtm.2	uc001rto.2
10380	BPNT1	uc001hma.2	uc010pug.1
10384	BTN3A3	uc003nhz.2	uc003nia.2
10384	BTN3A3	uc003nhz.2	uc011dkn.1
10389	SCML2	uc004cyl.2	uc004cyk.3
10390	CEPT1	uc001eai.1	uc009wfz.1
10395	DLC1	uc003wwk.1	uc011kxx.1
10397	NDRG1	uc003yug.2	uc003yue.1
10398	MYL9	uc002xfl.1	uc002xfm.1
10401	PIAS3	uc001eoc.1	uc001eod.1
10411	RAPGEF3	uc001rpz.3	uc001rqa.2
10411	RAPGEF3	uc009zks.2	uc009zkq.2
10419	PRMT5	uc001whm.1	uc001whn.1
10420	TESK2	uc001cns.1	uc009vxr.1
10420	TESK2	uc001cns.1	uc010olo.1
10423	CDIPT	uc002dum.2	uc002duk.2
10425	ARIH2	uc003cvc.2	uc003cvf.2
10426	TUBGCP3	uc001vse.1	uc001vsg.1
10434	LYPLA1	uc003xry.2	uc003xrz.2
10434	LYPLA1	uc003xry.2	uc011ldx.1
10439	OLFM1	uc004cfk.3	uc010nar.2
10443	N4BP2L2	uc001uuk.3	uc001uuj.2
10445	MCRS1	uc001ruk.1	uc009zlj.1
10450	PPIE	uc001cds.1	uc001cdt.1
10451	VAV3	uc001dvj.1	uc010ouv.1
10455	PECI	uc003mwd.2	uc003mwf.2
10455	PECI	uc003mwf.2	uc003mwd.2
10456	HAX1	uc001fes.2	uc001fet.2
10456	HAX1	uc001fes.2	uc009wov.2
10457	GPNMB	uc003swb.2	uc011jyz.1
10457	GPNMB	uc003swc.2	uc003swa.2
10457	GPNMB	uc003swc.2	uc011jyz.1
10458	BAIAP2	uc002jzd.2	uc002jzf.2
10458	BAIAP2	uc002jze.2	uc002jzb.2
10461	MERTK	uc002thk.1	uc002thl.1
10464	PIBF1	uc001vjc.2	uc010aep.2
10472	ZNF238	uc001iad.3	uc001iae.2
10482	NXF1	uc001nvf.1	uc001nvg.1
10484	SEC23A	uc001wup.1	uc010tqa.1
10484	SEC23A	uc001wup.1	uc010tqb.1
10486	CAP2	uc003ncb.2	uc011djb.1
10486	CAP2	uc003ncb.2	uc011djc.1
10486	CAP2	uc003ncb.2	uc011djd.1
10487	CAP1	uc001cfa.3	uc010oje.1
10491	CRTAP	uc003cfl.3	uc003cfm.2
10491	CRTAP	uc003cfl.3	uc003cfn.2
10492	SYNCRIP	uc003pla.2	uc003pky.2
10492	SYNCRIP	uc003pla.2	uc003pkz.2
10493	VAT1	uc010cyw.1	uc002icm.1
10494	STK25	uc010zot.1	uc002wbk.2
10495	ENOX2	uc004evx.2	uc004evv.2
10499	NCOA2	uc003xyn.1	uc011lfb.1
10507	SEMA4D	uc004aqp.1	uc004aql.2
10509	SEMA4B	uc002boz.2	uc002bpa.2
10509	SEMA4B	uc002boz.2	uc010bnv.1
10514	MYBBP1A	uc002fxz.3	uc002fyb.3
10514	MYBBP1A	uc002fxz.3	uc010vsa.1
10514	MYBBP1A	uc002fyb.3	uc010vsa.1
10516	FBLN5	uc010aud.2	uc001xzx.3
10518	CIB2	uc002bdb.1	uc002bdc.1
10521	DDX17	uc003avx.3	uc010gxp.2
10523	CHERP	uc002nei.1	uc010xpg.1
10524	KAT5	uc001ofi.2	uc001ofk.2
10524	KAT5	uc001ofi.2	uc001ofl.2
10525	HYOU1	uc001put.2	uc010ryv.1
10525	HYOU1	uc001puu.2	uc010ryv.1
10525	HYOU1	uc001pux.3	uc010ryv.1
10526	IPO8	uc001rjd.2	uc001rje.1
10526	IPO8	uc001rjd.2	uc010sjt.1
10531	PITRM1	uc001igt.1	uc001igs.1
10544	PROCR	uc002xbt.2	uc010zuw.1
10556	RPP30	uc010qnj.1	uc009xtx.2
10559	SLC35A1	uc011dzj.1	uc003plz.2
10559	SLC35A1	uc011dzj.1	uc010kby.2
10560	SLC19A2	uc001gge.3	uc001ggf.3
10562	OLFM4	uc001vhl.2	uc001vhk.1
10565	ARFGEF1	uc003xxo.1	uc003xxm.1
10574	CCT7	uc002siz.2	uc002sja.2
10575	CCT4	uc002sbo.2	uc010ypp.1
10580	SORBS1	uc001kkr.2	uc001kkk.2
10580	SORBS1	uc001kkr.2	uc001kks.2
10590	SCGN	uc003nfb.2	uc010jpz.2
10595	ERN2	uc002dma.3	uc010bxp.2
10600	USP16	uc002ymy.2	uc011acn.1
10605	PAIP1	uc003joa.2	uc003joc.2
10605	PAIP1	uc003job.2	uc003joc.2
10611	PDLIM5	uc003hti.2	uc003htj.2
10611	PDLIM5	uc003hti.2	uc011cdy.1
10612	TRIM3	uc001mdi.2	uc010raj.1
10613	ERLIN1	uc001kqo.3	uc001kqm.3
10616	RBCK1	uc002wdo.2	uc002wdp.3
10616	RBCK1	uc002wdp.3	uc002wdo.2
10618	TGOLN2	uc002soz.2	uc002spa.2
10625	IVNS1ABP	uc001grl.2	uc001gri.2
10625	IVNS1ABP	uc001grl.2	uc001grj.2
10627	MYL12A	uc002klr.2	uc002kls.2
10627	MYL12A	uc002kls.2	uc002klr.2
10628	TXNIP	uc001enn.3	uc001enm.1
10633	RASL10A	uc003aff.2	uc003afg.2
10634	GAS2L1	uc003afd.1	uc010gvm.1
10635	RAD51AP1	uc001qmu.2	uc009zeg.2
10636	RGS14	uc003mgh.2	uc003mgj.2
10637	LEFTY1	uc001hpo.2	uc010pvj.1
10640	EXOC5	uc001xct.2	uc001xcs.2
10640	EXOC5	uc001xct.2	uc010trg.1
10642	IGF2BP1	uc002iom.2	uc010dbj.2
10645	CAMKK2	uc001tzt.2	uc001tzz.1
10650	SLMO1	uc010wzu.1	uc010wzv.1
10655	DMRT2	uc003zgy.3	uc011llv.1
10658	CELF1	uc001nfl.2	uc010rhm.1
10659	CELF2	uc001iko.3	uc010qbn.1
1066	CES1	uc002eil.2	uc010ccf.2
10664	CTCF	uc002etl.2	uc002etm.1
10667	FARS2	uc003mws.1	uc003mwr.2
10667	FARS2	uc003mws.1	uc010jnv.1
10669	CGREF1	uc002riq.2	uc010eys.1
10672	GNA13	uc002jfc.2	uc010wqh.1
10673	TNFSF13B	uc001vqr.2	uc010agj.2
10673	TNFSF13B	uc010agj.2	uc001vqr.2
10675	CSPG5	uc003crn.2	uc003cro.3
10677	AVIL	uc001sqj.1	uc009zqe.1
10681	GNB5	uc002abr.1	uc002abs.1
10694	CCT8	uc002ynb.2	uc002ymz.2
10694	CCT8	uc002ynb.2	uc010glm.2
10699	CORIN	uc011bzh.1	uc011bzf.1
107	ADCY1	uc003tne.3	uc003tnd.2
1071	CETP	uc002eki.2	uc002ekj.2
1071	CETP	uc002ekj.2	uc002eki.2
10712	FAM189B	uc001fjm.2	uc009wql.2
10713	USP39	uc002sqg.2	uc010ysv.1
10715	LASS1	uc010ebx.2	uc002nkj.2
10724	MGEA5	uc001ktv.2	uc001ktu.2
10728	PTGES3	uc001slu.3	uc009zox.2
1073	CFL2	uc001wsh.3	uc010tpn.1
10732	TCFL5	uc002ydo.2	uc002ydq.2
10733	PLK4	uc003ifo.2	uc011cgt.1
10736	SIX2	uc002ruo.2	uc002rup.2
10736	SIX2	uc002rup.2	uc002ruo.2
1075	CTSC	uc001pck.3	uc001pcl.3
10752	CHL1	uc011asi.1	uc003bot.2
10752	CHL1	uc011asi.1	uc003bov.1
10753	CAPN9	uc001htz.1	uc009xfg.1
10755	GIPC1	uc002myt.2	uc002myy.2
10758	TRAF3IP2	uc003pvf.2	uc003pvd.2
10758	TRAF3IP2	uc003pvf.2	uc011ebb.1
10762	NUP50	uc003bfr.2	uc003bft.2
10762	NUP50	uc003bfr.2	uc011aqn.1
10768	AHCYL1	uc001dyx.2	uc010ovw.1
10771	ZMYND11	uc009xhg.2	uc010pzy.1
10772	SFRS13A	uc010oee.1	uc001bij.1
10772	SFRS13A	uc010oee.1	uc010oef.1
10782	ZNF274	uc002qrq.1	uc002qrs.1
10788	IQGAP2	uc003kek.2	uc003kel.2
10797	MTHFD2	uc002skk.2	uc010yrp.1
1080	CFTR	uc003vjd.2	uc011knq.1
10802	SEC24A	uc003kzs.2	uc011cxu.1
10803	CCR9	uc003cpa.1	uc003coz.1
10806	SDCCAG8	uc001hzw.2	uc001hzx.2
10806	SDCCAG8	uc001hzy.1	uc001hzx.2
10808	HSPH1	uc001utj.2	uc010tds.1
10810	WASF3	uc001uqw.2	uc001uqv.2
10815	CPLX1	uc003gbi.2	uc003gbj.2
10815	CPLX1	uc003gbj.2	uc003gbi.2
10825	NEU3	uc001ovw.2	uc001ovv.2
10826	C5orf4	uc003lvs.3	uc003lvq.2
10826	C5orf4	uc003lvs.3	uc011dde.1
10827	FAM114A2	uc003lvc.2	uc011dda.1
10840	ALDH1L1	uc003eim.1	uc011bki.1
10841	FTCD	uc002zih.2	uc002zie.2
10844	TUBGCP2	uc001lmg.1	uc001lmf.1
10844	TUBGCP2	uc001lmg.1	uc010qvd.1
10846	PDE10A	uc003quo.2	uc011egk.1
10848	PPP1R13L	uc002pbn.2	uc002pbm.2
10849	CD3EAP	uc002pbr.1	uc002pbq.1
10857	PGRMC1	uc004erb.2	uc011mts.1
10858	CYP46A1	uc001ygo.2	uc001ygn.1
10858	CYP46A1	uc001ygo.2	uc001ygp.2
10861	SLC26A1	uc003gcc.2	uc003gbx.2
10863	ADAM28	uc003xdy.2	uc010lua.2
10864	SLC22A7	uc003out.2	uc003ous.2
10868	USP20	uc004bys.2	uc004byu.1
10869	USP19	uc003cvz.3	uc003cwa.2
10869	USP19	uc003cvz.3	uc003cwb.2
10891	PPARGC1A	uc003gqs.2	uc003gqt.2
10892	MALT1	uc002lhm.1	uc002lhn.1
10897	YIF1A	uc001ohk.3	uc001ohj.2
10898	CPSF4	uc003uqi.2	uc003uqj.2
10898	CPSF4	uc003uqi.2	uc011kix.1
109	ADCY3	uc002rfs.3	uc002rfr.3
10902	BRD8	uc003lcg.2	uc011cyl.1
10902	BRD8	uc003lci.2	uc011cyl.1
10908	PNPLA6	uc002mgq.1	uc002mgs.2
10908	PNPLA6	uc002mgs.2	uc002mgt.1
10910	SUGT1	uc001vhb.2	uc001vha.2
10913	EDAR	uc002teq.3	uc010yws.1
10914	PAPOLA	uc001yfq.2	uc001yfp.2
10914	PAPOLA	uc001yfq.2	uc010twv.1
10916	MAGED2	uc004dtk.1	uc004dtm.1
10916	MAGED2	uc004dtl.1	uc004dto.1
10916	MAGED2	uc004dto.1	uc004dtn.1
10919	EHMT2	uc003nxz.1	uc003nxv.1
10921	RNPS1	uc002cpx.2	uc002cpw.2
10922	FASTK	uc003wix.1	uc003wiy.1
10924	SMPDL3A	uc003pzg.2	uc003pzh.2
10929	SFRS2B	uc001pff.2	uc001pfg.1
10930	APOBEC2	uc003opl.2	uc010jxf.2
10930	APOBEC2	uc010jxf.2	uc003opl.2
10938	EHD1	uc010rnq.1	uc001obu.1
10943	MSL3	uc004cuw.2	uc004cux.2
10943	MSL3	uc004cuw.2	uc011mig.1
10943	MSL3	uc004cuy.2	uc004cuw.2
10943	MSL3	uc004cuy.2	uc004cux.2
10943	MSL3	uc004cuy.2	uc011mig.1
10946	SF3A3	uc001cci.2	uc010oik.1
10947	AP3M2	uc003xoo.2	uc010lxe.2
10949	HNRNPA0	uc003lbt.2	uc010jeo.2
10956	OS9	uc001spj.2	uc010srx.1
10956	OS9	uc001spn.2	uc010srx.1
10963	STIP1	uc001nyk.1	uc010rnb.1
10965	ACOT2	uc001xon.3	uc001xom.2
10966	RAB40B	uc002kft.2	uc002kfs.2
10969	EBNA1BP2	uc001cin.2	uc001cim.2
10982	MAPRE2	uc002kyg.2	uc010xcd.1
10994	ILVBL	uc002nam.2	uc010xof.1
10998	SLC27A5	uc002qtc.2	uc002qtb.2
10999	SLC27A4	uc004but.2	uc004buu.2
11001	SLC27A2	uc001zxw.2	uc001zxx.2
11001	SLC27A2	uc001zxw.2	uc010bes.2
11004	KIF2C	uc001cmg.3	uc010olc.1
11005	SPINK5	uc003lox.2	uc003loy.2
11010	GLIPR1	uc001sxs.2	uc009zsb.1
11011	TLK2	uc002izz.3	uc010wpd.1
11012	KLK11	uc002pvc.3	uc002pvd.1
11014	KDELR2	uc003sqe.3	uc003sqf.3
11017	SNRNP27	uc002sfv.2	uc002sfw.2
11017	SNRNP27	uc002sfv.2	uc002sfx.2
11019	LIAS	uc003guf.2	uc003guh.2
1102	RCBTB2	uc001vci.2	uc001vcg.2
11021	RAB35	uc001txm.1	uc010szg.1
11030	RBPMS	uc003xie.1	uc003xif.1
11033	ADAP1	uc003sjo.3	uc003sjm.3
11033	ADAP1	uc011jvs.1	uc003sjm.3
11034	DSTN	uc002wpr.2	uc010gck.2
11035	RIPK3	uc001wpb.2	uc010toi.1
1104	RCC1	uc001bqe.1	uc001bqg.1
11044	PAPD7	uc003jdx.1	uc010itl.1
11046	SLC35D2	uc004awc.2	uc004awd.2
1105	CHD1	uc003knf.2	uc010jbn.2
11052	CPSF6	uc001sut.3	uc010stk.1
11054	OGFR	uc002ydj.2	uc002ydk.2
11060	WWP2	uc002exv.1	uc002exw.1
11060	WWP2	uc002exv.1	uc010vln.1
11062	DUS4L	uc003veh.2	uc010ljl.2
11064	CEP110	uc004bla.1	uc010mvp.1
11069	RAPGEF4	uc002uhw.3	uc002uhv.3
1107	CHD3	uc002gjd.2	uc002gjj.2
11077	HSF2BP	uc002zdi.2	uc011aey.1
11078	TRIOBP	uc003atw.2	uc003atv.2
11078	TRIOBP	uc003atw.2	uc010gxh.2
11080	DNAJB4	uc001dij.2	uc010orn.1
11082	ESM1	uc003jpk.2	uc010ivt.2
11083	DIDO1	uc002ydv.1	uc002ydr.1
11092	C9orf9	uc004cbx.1	uc004cby.1
11092	C9orf9	uc004cby.1	uc004cbz.1
11097	NUPL2	uc003svu.2	uc003svw.2
11097	NUPL2	uc003svu.2	uc011jyw.1
11099	PTPN21	uc001xwv.3	uc010twc.1
111	ADCY5	uc003egh.1	uc003egg.1
11100	HNRNPUL1	uc010ehn.2	uc002oqf.3
11100	HNRNPUL1	uc010ehn.2	uc010eho.2
11107	PRDM5	uc003idp.1	uc010inf.2
11108	PRDM4	uc001tmp.2	uc010sww.1
11112	HIBADH	uc003szf.2	uc003szh.2
11113	CIT	uc001txh.1	uc001txi.1
11116	FGFR1OP	uc003qvk.2	uc003qvj.2
11117	EMILIN1	uc002rii.3	uc002rik.3
11118	BTN3A2	uc003nhp.2	uc011dke.1
11119	BTN3A1	uc003nhv.2	uc011dkk.1
11120	BTN2A1	uc003nib.1	uc003nic.1
11122	PTPRT	uc010ggi.2	uc002xkg.2
11124	FAF1	uc009vyx.1	uc010onc.1
11126	CD160	uc001eol.1	uc001eom.1
11127	KIF3A	uc003kxo.2	uc003kxm.2
11132	CAPN10	uc002vzk.1	uc002vzm.1
11132	CAPN10	uc002vzk.1	uc002vzn.1
11138	TBC1D8	uc010fiv.2	uc002tau.3
1114	CHGB	uc002wmg.2	uc010zqz.1
1114	CHGB	uc010zqz.1	uc002wmg.2
11143	MYST2	uc002ipm.2	uc010wmg.1
11144	DMC1	uc011anv.1	uc003avz.1
11152	WDR45	uc004dml.1	uc004dmn.1
11154	AP4S1	uc001wqy.3	uc001wqz.3
11156	PTP4A3	uc010mes.2	uc003ywh.1
1116	CHI3L1	uc001gzi.2	uc001gzl.3
11162	NUDT6	uc003iew.2	uc003iex.2
11164	NUDT5	uc001ilj.2	uc001ilk.2
11167	FSTL1	uc003eds.2	uc011bjh.1
11168	PSIP1	uc003zlw.3	uc003zlz.3
11169	WDHD1	uc001xbm.1	uc010aom.1
1117	CHI3L2	uc001ean.2	uc001eao.2
1117	CHI3L2	uc001eao.2	uc001ean.2
11171	STRAP	uc001rdc.3	uc001rdd.3
11176	BAZ2A	uc001slp.1	uc001slo.1
11176	BAZ2A	uc001slp.1	uc009zov.1
11177	BAZ1A	uc001wsk.2	uc001wsl.2
11179	ZNF277	uc003vge.2	uc003vgf.2
11179	ZNF277	uc003vge.2	uc003vgg.2
1118	CHIT1	uc001gzn.2	uc009xam.1
11180	WDR6	uc003cvj.2	uc011bby.1
11182	SLC2A6	uc004cee.2	uc004ceg.2
11184	MAP4K1	uc002oiy.1	uc002oiw.1
11186	RASSF1	uc003dab.1	uc003daa.1
11188	NISCH	uc011beg.1	uc003dee.3
11188	NISCH	uc011beg.1	uc003deh.3
1119	CHKA	uc001onj.2	uc001onk.2
11194	ABCB8	uc003wij.3	uc003wik.3
11194	ABCB8	uc003wij.3	uc003wim.3
11194	ABCB8	uc003wik.3	uc003wij.3
11196	SEC23IP	uc001leu.1	uc009xzk.1
11198	SUPT16H	uc001wao.2	uc001wan.2
11201	POLI	uc002lfj.3	uc002lfk.3
11201	POLI	uc002lfj.3	uc010dpg.2
11202	KLK8	uc002pur.1	uc002pus.1
1121	CHM	uc004eet.2	uc004eeu.3
1121	CHM	uc004eet.2	uc011mqz.1
11218	DDX20	uc001ebs.2	uc001ebt.2
11218	DDX20	uc001ebs.2	uc010owf.1
11221	DUSP10	uc001hmy.1	uc001hmz.1
11222	MRPL3	uc003eoh.2	uc011blo.1
11226	GALNT6	uc001ryk.2	uc001ryj.1
1123	CHN1	uc002ujg.2	uc002uji.2
11230	PRAF2	uc004dmh.2	uc004dmi.2
11230	PRAF2	uc004dmi.2	uc004dmh.2
11237	RNF24	uc002wkj.2	uc002wki.2
11240	PADI2	uc001baf.2	uc010ocm.1
11244	ZHX1	uc003yqe.2	uc003yqg.2
11245	GPR176	uc010uck.1	uc001zkj.1
112479	ERI2	uc010bwh.2	uc010vbb.1
11248	NXPH3	uc002ipa.2	uc010wlw.1
112483	SAT2	uc002gib.1	uc002gic.2
112609	MRAP2	uc003pkg.3	uc010kbo.2
