Domain1	Domain2	Source
PF00199	PF06628	iPfam
PF03487	PF09238	iPfam
PF13659	PF12950	iPfam
PF00798	PF07654	iPfam
PF00167	PF01023	iPfam
PF00167	PF07679	iPfam
PF00730	PF06029	iPfam
PF00366	PF00410	iPfam
PF02616	PF04079	iPfam
PF03466	PF00126	iPfam
PF00542	PF00298	iPfam
PF00148	PF11844	iPfam
PF09336	PF04652	iPfam
PF05368	PF00320	iPfam
PF12833	PF03118	iPfam
PF08770	PF13501	iPfam
PF01168	PF14031	iPfam
PF10436	PF00364	iPfam
PF05381	PF00312	iPfam
PF02938	PF00152	iPfam
PF01210	PF07479	iPfam
PF02792	PF09282	iPfam
PF02792	PF09405	iPfam
PF02792	PF08389	iPfam
PF02792	PF00076	iPfam
PF00714	PF07140	iPfam
PF00714	PF01108	iPfam
PF01557	PF10370	iPfam
PF05625	PF10483	iPfam
PF05247	PF05280	iPfam
PF02565	PF11967	iPfam
PF04940	PF00563	iPfam
PF00326	PF07686	iPfam
PF00326	PF00159	iPfam
PF02729	PF02748	iPfam
PF07654	PF07686	iPfam
PF07654	PF00047	iPfam
PF07654	PF09245	iPfam
PF07654	PF01378	iPfam
PF07654	PF04490	iPfam
PF07654	PF00622	iPfam
PF07654	PF02216	iPfam
PF07654	PF09291	iPfam
PF07654	PF05326	iPfam
PF07654	PF13765	iPfam
PF07654	PF09199	iPfam
PF07654	PF04881	iPfam
PF07654	PF13927	iPfam
PF07654	PF13895	iPfam
PF07654	PF04491	iPfam
PF07654	PF02480	iPfam
PF00358	PF06500	iPfam
PF00358	PF00367	iPfam
PF00358	PF02782	iPfam
PF00358	PF00381	iPfam
PF06767	PF00169	iPfam
PF00775	PF04444	iPfam
PF00775	PF12391	iPfam
PF00009	PF07541	iPfam
PF00009	PF01873	iPfam
PF00009	PF03463	iPfam
PF00009	PF06421	iPfam
PF00009	PF03143	iPfam
PF00009	PF00679	iPfam
PF00009	PF03464	iPfam
PF00009	PF09173	iPfam
PF00009	PF00736	iPfam
PF00009	PF00627	iPfam
PF00009	PF00889	iPfam
PF00009	PF03431	iPfam
PF00009	PF03144	iPfam
PF01575	PF13452	iPfam
PF01833	PF09596	iPfam
PF01833	PF13637	iPfam
PF01833	PF01403	iPfam
PF01833	PF00170	iPfam
PF01833	PF12796	iPfam
PF01833	PF00250	iPfam
PF01833	PF00554	iPfam
PF01924	PF02769	iPfam
PF08534	PF11412	iPfam
PF08534	PF00085	iPfam
PF13621	PF08778	iPfam
PF13621	PF12796	iPfam
PF13621	PF00023	iPfam
PF00566	PF00071	iPfam
PF05412	PF00240	iPfam
PF10369	PF13710	iPfam
PF12946	PF12947	iPfam
PF01777	PF00181	iPfam
PF01777	PF01199	iPfam
PF01777	PF01248	iPfam
PF01029	PF00338	iPfam
PF14680	PF14631	iPfam
PF02301	PF05557	iPfam
PF02301	PF06581	iPfam
PF02301	PF08311	iPfam
PF06453	PF01375	iPfam
PF08923	PF03259	iPfam
PF08519	PF13177	iPfam
PF08519	PF08542	iPfam
PF00060	PF00497	iPfam
PF00060	PF10613	iPfam
PF07719	PF13414	iPfam
PF07719	PF13181	iPfam
PF07719	PF13174	iPfam
PF02929	PF02837	iPfam
PF02929	PF00703	iPfam
PF02929	PF02836	iPfam
PF02686	PF02637	iPfam
PF05932	PF09013	iPfam
PF05932	PF09119	iPfam
PF03143	PF03465	iPfam
PF03143	PF03431	iPfam
PF03143	PF03464	iPfam
PF03143	PF00736	iPfam
PF03143	PF00889	iPfam
PF03456	PF00071	iPfam
PF02600	PF07686	iPfam
PF00281	PF01159	iPfam
PF00281	PF01280	iPfam
PF00281	PF00861	iPfam
PF00281	PF00828	iPfam
PF00281	PF01776	iPfam
PF00281	PF14374	iPfam
PF00281	PF01199	iPfam
PF00281	PF00673	iPfam
PF01191	PF12136	iPfam
PF01191	PF03876	iPfam
PF02911	PF00551	iPfam
PF00687	PF00935	iPfam
PF00687	PF00281	iPfam
PF00687	PF01199	iPfam
PF00687	PF00471	iPfam
PF10450	PF09754	iPfam
PF06535	PF06534	iPfam
PF05239	PF00203	iPfam
PF00381	PF02255	iPfam
PF00160	PF13499	iPfam
PF00160	PF00607	iPfam
PF00160	PF08799	iPfam
PF05087	PF00980	iPfam
PF05087	PF02123	iPfam
PF01474	PF01817	iPfam
PF00210	PF04324	iPfam
PF03291	PF03341	iPfam
PF03710	PF08335	iPfam
PF02533	PF01737	iPfam
PF02533	PF05969	iPfam
PF02533	PF05151	iPfam
PF02533	PF00124	iPfam
PF02533	PF02419	iPfam
PF01821	PF07677	iPfam
PF01821	PF07678	iPfam
PF12712	PF12713	iPfam
PF02881	PF02978	iPfam
PF02881	PF00276	iPfam
PF02881	PF00831	iPfam
PF05790	PF09191	iPfam
PF05790	PF07679	iPfam
PF01276	PF03711	iPfam
PF01276	PF03709	iPfam
PF05543	PF09023	iPfam
PF00929	PF06440	iPfam
PF00929	PF02811	iPfam
PF00929	PF02037	iPfam
PF01245	PF00297	iPfam
PF02828	PF09045	iPfam
PF02828	PF09058	iPfam
PF04406	PF09239	iPfam
PF04268	PF04267	iPfam
PF00340	PF07686	iPfam
PF00340	PF01023	iPfam
PF00340	PF00047	iPfam
PF00340	PF13927	iPfam
PF00340	PF13895	iPfam
PF04089	PF08999	iPfam
PF08063	PF05406	iPfam
PF08063	PF02877	iPfam
PF01694	PF12122	iPfam
PF00928	PF00610	iPfam
PF00928	PF00864	iPfam
PF00928	PF10515	iPfam
PF00928	PF00469	iPfam
PF00928	PF12316	iPfam
PF00928	PF02932	iPfam
PF00928	PF01217	iPfam
PF12354	PF12799	iPfam
PF00237	PF00573	iPfam
PF00237	PF00832	iPfam
PF00237	PF01783	iPfam
PF08781	PF08934	iPfam
PF10727	PF10728	iPfam
PF01788	PF14495	iPfam
PF01788	PF01405	iPfam
PF01788	PF00034	iPfam
PF01788	PF02533	iPfam
PF01788	PF05969	iPfam
PF01788	PF05151	iPfam
PF01788	PF02419	iPfam
PF01820	PF07478	iPfam
PF10531	PF01257	iPfam
PF00042	PF00089	iPfam
PF00042	PF09236	iPfam
PF00042	PF00057	iPfam
PF00042	PF05031	iPfam
PF00042	PF00175	iPfam
PF04934	PF05001	iPfam
PF04934	PF10156	iPfam
PF04934	PF06179	iPfam
PF04934	PF10232	iPfam
PF02244	PF00089	iPfam
PF00805	PF13576	iPfam
PF00578	PF10417	iPfam
PF00578	PF02195	iPfam
PF00603	PF00602	iPfam
PF13949	PF08705	iPfam
PF00419	PF09160	iPfam
PF00419	PF02753	iPfam
PF00419	PF00577	iPfam
PF00419	PF00345	iPfam
PF00419	PF13954	iPfam
PF01424	PF14804	iPfam
PF01424	PF13083	iPfam
PF01123	PF07686	iPfam
PF01123	PF07654	iPfam
PF03764	PF01251	iPfam
PF03764	PF09009	iPfam
PF03764	PF00177	iPfam
PF03764	PF08071	iPfam
PF03764	PF04774	iPfam
PF03764	PF01479	iPfam
PF03764	PF00009	iPfam
PF09294	PF14565	iPfam
PF14489	PF14819	iPfam
PF01680	PF01174	iPfam
PF01058	PF14720	iPfam
PF01058	PF00037	iPfam
PF01058	PF04432	iPfam
PF01058	PF00146	iPfam
PF01058	PF00507	iPfam
PF01058	PF11432	iPfam
PF02146	PF13193	iPfam
PF02146	PF00125	iPfam
PF01033	PF00021	iPfam
PF09439	PF01198	iPfam
PF00134	PF09080	iPfam
PF00134	PF08934	iPfam
PF00134	PF00069	iPfam
PF00134	PF00539	iPfam
PF00134	PF02234	iPfam
PF00134	PF02984	iPfam
PF00462	PF14497	iPfam
PF00584	PF00276	iPfam
PF00584	PF00831	iPfam
PF00584	PF03911	iPfam
PF01472	PF10672	iPfam
PF01472	PF08068	iPfam
PF01472	PF04925	iPfam
PF07676	PF14685	iPfam
PF07676	PF00691	iPfam
PF07676	PF03515	iPfam
PF13348	PF13350	iPfam
PF00394	PF07731	iPfam
PF00394	PF13442	iPfam
PF00394	PF00127	iPfam
PF00394	PF07732	iPfam
PF01676	PF10143	iPfam
PF07244	PF08479	iPfam
PF02975	PF06433	iPfam
PF13893	PF15519	iPfam
PF13893	PF08920	iPfam
PF04810	PF00974	iPfam
PF03422	PF00457	iPfam
PF02045	PF00808	iPfam
PF02733	PF02734	iPfam
PF03807	PF14748	iPfam
PF02529	PF03742	iPfam
PF02529	PF08041	iPfam
PF09172	PF09175	iPfam
PF08569	PF00069	iPfam
PF07677	PF07678	iPfam
PF07677	PF11546	iPfam
PF02961	PF03020	iPfam
PF01756	PF14749	iPfam
PF01756	PF02770	iPfam
PF04857	PF12799	iPfam
PF04857	PF07742	iPfam
PF00211	PF00503	iPfam
PF04560	PF04539	iPfam
PF04560	PF00575	iPfam
PF04560	PF01193	iPfam
PF04560	PF01192	iPfam
PF04560	PF08271	iPfam
PF04560	PF03876	iPfam
PF06849	PF06973	iPfam
PF04567	PF01096	iPfam
PF00312	PF01667	iPfam
PF00312	PF01250	iPfam
PF00312	PF00366	iPfam
PF02276	PF03967	iPfam
PF02276	PF00124	iPfam
PF01614	PF09339	iPfam
PF00550	PF13193	iPfam
PF00550	PF00975	iPfam
PF00550	PF00067	iPfam
PF01483	PF00082	iPfam
PF00994	PF03453	iPfam
PF00994	PF03454	iPfam
PF00994	PF02932	iPfam
PF03462	PF00472	iPfam
PF02979	PF02211	iPfam
PF02271	PF02939	iPfam
PF01358	PF03296	iPfam
PF01358	PF12629	iPfam
PF01358	PF12630	iPfam
PF01411	PF07973	iPfam
PF01855	PF10371	iPfam
PF01855	PF02775	iPfam
PF14841	PF01706	iPfam
PF01568	PF13247	iPfam
PF01568	PF00355	iPfam
PF01568	PF03892	iPfam
PF01568	PF14589	iPfam
PF07951	PF08470	iPfam
PF07951	PF07953	iPfam
PF08988	PF09477	iPfam
PF08988	PF09392	iPfam
PF05486	PF02290	iPfam
PF00239	PF02796	iPfam
PF00531	PF14786	iPfam
PF01017	PF02864	iPfam
PF00264	PF14830	iPfam
PF00264	PF06236	iPfam
PF03759	PF00071	iPfam
PF02135	PF08778	iPfam
PF02135	PF08563	iPfam
PF02135	PF12162	iPfam
PF02135	PF02703	iPfam
PF02135	PF12188	iPfam
PF13510	PF01266	iPfam
PF02744	PF01087	iPfam
PF01437	PF01403	iPfam
PF04733	PF06957	iPfam
PF00122	PF05366	iPfam
PF02936	PF02937	iPfam
PF02936	PF02285	iPfam
PF02936	PF05392	iPfam
PF02936	PF02284	iPfam
PF02936	PF01215	iPfam
PF03931	PF00559	iPfam
PF03931	PF00240	iPfam
PF03931	PF00888	iPfam
PF03931	PF01847	iPfam
PF00766	PF01012	iPfam
PF01929	PF00347	iPfam
PF01929	PF01159	iPfam
PF01929	PF08079	iPfam
PF01929	PF01248	iPfam
PF01929	PF00573	iPfam
PF01929	PF01775	iPfam
PF01929	PF03946	iPfam
PF01929	PF00428	iPfam
PF01929	PF01776	iPfam
PF01929	PF01020	iPfam
PF01929	PF01199	iPfam
PF01929	PF01655	iPfam
PF08343	PF00268	iPfam
PF01635	PF00129	iPfam
PF00140	PF04539	iPfam
PF00223	PF14697	iPfam
PF00223	PF07465	iPfam
PF00223	PF00037	iPfam
PF00223	PF02427	iPfam
PF00223	PF02605	iPfam
PF00223	PF08078	iPfam
PF00223	PF00796	iPfam
PF00223	PF03244	iPfam
PF00223	PF01701	iPfam
PF00223	PF02531	iPfam
PF00223	PF13187	iPfam
PF00223	PF12838	iPfam
PF00223	PF01241	iPfam
PF00223	PF02507	iPfam
PF00856	PF01753	iPfam
PF00856	PF00125	iPfam
PF03179	PF01991	iPfam
PF05193	PF07686	iPfam
PF05193	PF13631	iPfam
PF05193	PF08997	iPfam
PF05193	PF03494	iPfam
PF05193	PF09165	iPfam
PF05193	PF02921	iPfam
PF05193	PF08367	iPfam
PF05193	PF02271	iPfam
PF05193	PF00048	iPfam
PF05193	PF02939	iPfam
PF05193	PF00123	iPfam
PF05193	PF00675	iPfam
PF05193	PF00214	iPfam
PF05193	PF00049	iPfam
PF05193	PF00212	iPfam
PF02263	PF02841	iPfam
PF00878	PF00049	iPfam
PF04542	PF04539	iPfam
PF04542	PF12973	iPfam
PF04542	PF04316	iPfam
PF04542	PF03872	iPfam
PF04542	PF04545	iPfam
PF04542	PF13490	iPfam
PF00147	PF08702	iPfam
PF00374	PF14720	iPfam
PF00374	PF01058	iPfam
PF13954	PF09255	iPfam
PF00662	PF00361	iPfam
PF01740	PF00550	iPfam
PF03205	PF11526	iPfam
PF02898	PF00302	iPfam
PF06372	PF11095	iPfam
PF11989	PF08314	iPfam
PF10448	PF00227	iPfam
PF01007	PF08466	iPfam
PF01007	PF00400	iPfam
PF00909	PF00543	iPfam
PF10566	PF14508	iPfam
PF03099	PF10437	iPfam
PF03099	PF01597	iPfam
PF03099	PF00364	iPfam
PF00389	PF02826	iPfam
PF00389	PF11890	iPfam
PF13646	PF00226	iPfam
PF13646	PF02380	iPfam
PF13646	PF00149	iPfam
PF00888	PF12937	iPfam
PF00888	PF01466	iPfam
PF00888	PF12678	iPfam
PF00888	PF10433	iPfam
PF00888	PF08623	iPfam
PF00888	PF08568	iPfam
PF00888	PF10557	iPfam
PF00623	PF04539	iPfam
PF00623	PF04998	iPfam
PF00623	PF13656	iPfam
PF00623	PF01192	iPfam
PF00623	PF00562	iPfam
PF00623	PF03449	iPfam
PF00623	PF04560	iPfam
PF00623	PF01193	iPfam
PF00623	PF01096	iPfam
PF00623	PF08271	iPfam
PF00623	PF03876	iPfam
PF01287	PF08207	iPfam
PF06093	PF00467	iPfam
PF00593	PF11504	iPfam
PF00593	PF06438	iPfam
PF00593	PF00405	iPfam
PF00593	PF03544	iPfam
PF00593	PF11570	iPfam
PF04043	PF00251	iPfam
PF03810	PF00071	iPfam
PF03810	PF01279	iPfam
PF09030	PF08563	iPfam
PF09030	PF10401	iPfam
PF08397	PF07489	iPfam
PF05357	PF06519	iPfam
PF02558	PF08546	iPfam
PF01465	PF00025	iPfam
PF01261	PF07582	iPfam
PF04574	PF02146	iPfam
PF05307	PF05946	iPfam
PF00380	PF01251	iPfam
PF00380	PF03193	iPfam
PF00380	PF03297	iPfam
PF00361	PF00499	iPfam
PF00361	PF00420	iPfam
PF02250	PF00048	iPfam
PF01344	PF03247	iPfam
PF00027	PF12058	iPfam
PF00027	PF00325	iPfam
PF00027	PF00069	iPfam
PF00027	PF13545	iPfam
PF02811	PF07733	iPfam
PF05983	PF11221	iPfam
PF05983	PF05669	iPfam
PF13499	PF00531	iPfam
PF13499	PF02063	iPfam
PF13499	PF13833	iPfam
PF13499	PF12424	iPfam
PF13499	PF08763	iPfam
PF06058	PF00293	iPfam
PF04918	PF04915	iPfam
PF00428	PF05162	iPfam
PF00428	PF00238	iPfam
PF00428	PF08079	iPfam
PF00428	PF00466	iPfam
PF00428	PF00861	iPfam
PF00428	PF01157	iPfam
PF05739	PF05835	iPfam
PF05739	PF12352	iPfam
PF02910	PF13085	iPfam
PF02910	PF00037	iPfam
PF02910	PF12139	iPfam
PF02910	PF00890	iPfam
PF02910	PF01127	iPfam
PF02910	PF02300	iPfam
PF01247	PF01159	iPfam
PF01247	PF01280	iPfam
PF01247	PF00828	iPfam
PF01247	PF01157	iPfam
PF03871	PF07500	iPfam
PF09382	PF00271	iPfam
PF00605	PF00170	iPfam
PF00605	PF00554	iPfam
PF07969	PF13594	iPfam
PF00795	PF02540	iPfam
PF00129	PF00078	iPfam
PF00129	PF10682	iPfam
PF00129	PF00607	iPfam
PF00129	PF02907	iPfam
PF00129	PF07654	iPfam
PF00129	PF02022	iPfam
PF00129	PF00559	iPfam
PF00129	PF00273	iPfam
PF00129	PF00798	iPfam
PF00129	PF00973	iPfam
PF00129	PF04490	iPfam
PF00129	PF00506	iPfam
PF00129	PF09341	iPfam
PF00129	PF03953	iPfam
PF00129	PF07415	iPfam
PF00129	PF14991	iPfam
PF00129	PF01454	iPfam
PF00129	PF00906	iPfam
PF00129	PF03137	iPfam
PF00129	PF00540	iPfam
PF00129	PF00594	iPfam
PF00129	PF05459	iPfam
PF00129	PF00244	iPfam
PF00129	PF02790	iPfam
PF00129	PF01423	iPfam
PF00129	PF00125	iPfam
PF00129	PF07686	iPfam
PF00129	PF00602	iPfam
PF00129	PF11986	iPfam
PF00129	PF05009	iPfam
PF00129	PF00514	iPfam
PF00129	PF00042	iPfam
PF00129	PF01048	iPfam
PF00129	PF00598	iPfam
PF00129	PF04258	iPfam
PF00129	PF02959	iPfam
PF00129	PF09408	iPfam
PF00129	PF00022	iPfam
PF00129	PF00119	iPfam
PF00129	PF01001	iPfam
PF00129	PF00603	iPfam
PF00129	PF01275	iPfam
PF00129	PF05963	iPfam
PF00129	PF05326	iPfam
PF00129	PF09291	iPfam
PF00129	PF00516	iPfam
PF00129	PF05784	iPfam
PF00129	PF00469	iPfam
PF00129	PF04881	iPfam
PF00129	PF13927	iPfam
PF00129	PF02165	iPfam
PF00129	PF04253	iPfam
PF00129	PF13895	iPfam
PF13183	PF02313	iPfam
PF13183	PF02300	iPfam
PF12327	PF03846	iPfam
PF12685	PF01551	iPfam
PF01289	PF00021	iPfam
PF00056	PF02866	iPfam
PF01466	PF12937	iPfam
PF01466	PF03931	iPfam
PF12108	PF01805	iPfam
PF00638	PF08767	iPfam
PF00665	PF00552	iPfam
PF00665	PF11467	iPfam
PF13979	PF13981	iPfam
PF13979	PF00179	iPfam
PF01845	PF07362	iPfam
PF08275	PF10410	iPfam
PF08275	PF13662	iPfam
PF09765	PF11793	iPfam
PF00689	PF00122	iPfam
PF00689	PF00287	iPfam
PF00689	PF02038	iPfam
PF00689	PF05366	iPfam
PF14716	PF14792	iPfam
PF01488	PF08501	iPfam
PF07686	PF00073	iPfam
PF07686	PF02246	iPfam
PF07686	PF01030	iPfam
PF07686	PF00523	iPfam
PF07686	PF00607	iPfam
PF07686	PF08205	iPfam
PF07686	PF00021	iPfam
PF07686	PF01391	iPfam
PF07686	PF11465	iPfam
PF07686	PF00695	iPfam
PF07686	PF00048	iPfam
PF07686	PF01600	iPfam
PF07686	PF02793	iPfam
PF07686	PF00240	iPfam
PF07686	PF08204	iPfam
PF07686	PF01765	iPfam
PF07686	PF02216	iPfam
PF07686	PF06060	iPfam
PF07686	PF04014	iPfam
PF07686	PF13895	iPfam
PF13874	PF05064	iPfam
PF02238	PF02935	iPfam
PF01000	PF04983	iPfam
PF01000	PF03604	iPfam
PF01000	PF01194	iPfam
PF01000	PF00562	iPfam
PF01000	PF13656	iPfam
PF01000	PF01193	iPfam
PF01669	PF02876	iPfam
PF00478	PF00571	iPfam
PF11570	PF03513	iPfam
PF14700	PF01510	iPfam
PF01023	PF05002	iPfam
PF01329	PF04814	iPfam
PF03562	PF06725	iPfam
PF00078	PF06815	iPfam
PF08762	PF00073	iPfam
PF00587	PF00550	iPfam
PF13640	PF11413	iPfam
PF09358	PF00240	iPfam
PF09358	PF00179	iPfam
PF08068	PF04135	iPfam
PF00062	PF13855	iPfam
PF00062	PF07686	iPfam
PF00062	PF14604	iPfam
PF00062	PF09864	iPfam
PF00062	PF11921	iPfam
PF09019	PF09217	iPfam
PF02734	PF03610	iPfam
PF00082	PF02428	iPfam
PF00082	PF00197	iPfam
PF00082	PF00405	iPfam
PF00082	PF00050	iPfam
PF00082	PF00720	iPfam
PF00082	PF05922	iPfam
PF00082	PF00280	iPfam
PF00082	PF07648	iPfam
PF03297	PF00177	iPfam
PF12539	PF10434	iPfam
PF01353	PF00036	iPfam
PF01353	PF00240	iPfam
PF08071	PF01201	iPfam
PF00144	PF13969	iPfam
PF00726	PF01108	iPfam
PF00726	PF09294	iPfam
PF03063	PF02552	iPfam
PF09100	PF08992	iPfam
PF00808	PF00352	iPfam
PF07200	PF09452	iPfam
PF00869	PF07686	iPfam
PF00869	PF01570	iPfam
PF00869	PF01004	iPfam
PF04157	PF05871	iPfam
PF01825	PF12003	iPfam
PF09637	PF06179	iPfam
PF09637	PF10232	iPfam
PF01583	PF01747	iPfam
PF01583	PF14306	iPfam
PF00449	PF00699	iPfam
PF02080	PF02254	iPfam
PF00416	PF01251	iPfam
PF00416	PF00203	iPfam
PF00416	PF09598	iPfam
PF00416	PF03297	iPfam
PF00416	PF01090	iPfam
PF01554	PF00041	iPfam
PF03645	PF11540	iPfam
PF02625	PF13478	iPfam
PF01749	PF08506	iPfam
PF01749	PF03810	iPfam
PF01397	PF03936	iPfam
PF00757	PF07686	iPfam
PF05053	PF11467	iPfam
PF05053	PF03957	iPfam
PF08784	PF02217	iPfam
PF08784	PF08646	iPfam
PF10651	PF05709	iPfam
PF00728	PF14845	iPfam
PF01233	PF02799	iPfam
PF10376	PF07061	iPfam
PF00440	PF02909	iPfam
PF00440	PF08362	iPfam
PF00440	PF09209	iPfam
PF00440	PF13977	iPfam
PF00440	PF08360	iPfam
PF00440	PF08359	iPfam
PF00440	PF08361	iPfam
PF00504	PF00223	iPfam
PF00504	PF05479	iPfam
PF00504	PF02507	iPfam
PF00504	PF01241	iPfam
PF00504	PF01701	iPfam
PF01926	PF10396	iPfam
PF01926	PF06071	iPfam
PF06596	PF06298	iPfam
PF02433	PF13442	iPfam
PF02921	PF13631	iPfam
PF02921	PF08997	iPfam
PF02921	PF05365	iPfam
PF02921	PF02939	iPfam
PF01391	PF09006	iPfam
PF00024	PF14295	iPfam
PF00024	PF00051	iPfam
PF00111	PF00941	iPfam
PF00111	PF03450	iPfam
PF00111	PF00175	iPfam
PF04938	PF01423	iPfam
PF04938	PF06003	iPfam
PF01339	PF00072	iPfam
PF11577	PF12179	iPfam
PF08041	PF03742	iPfam
PF09454	PF09452	iPfam
PF09454	PF07200	iPfam
PF03364	PF00481	iPfam
PF02637	PF01425	iPfam
PF00651	PF00917	iPfam
PF00651	PF00888	iPfam
PF04099	PF00071	iPfam
PF04099	PF04051	iPfam
PF02901	PF01228	iPfam
PF12969	PF12970	iPfam
PF09186	PF07686	iPfam
PF03477	PF00268	iPfam
PF00759	PF00942	iPfam
PF02790	PF07686	iPfam
PF02790	PF02284	iPfam
PF02790	PF02937	iPfam
PF02790	PF02046	iPfam
PF02790	PF02936	iPfam
PF02790	PF05392	iPfam
PF13920	PF00240	iPfam
PF01201	PF00366	iPfam
PF03102	PF08666	iPfam
PF00648	PF13833	iPfam
PF00648	PF01067	iPfam
PF00648	PF00748	iPfam
PF02671	PF15476	iPfam
PF02913	PF13442	iPfam
PF02913	PF01565	iPfam
PF00195	PF02797	iPfam
PF02247	PF02248	iPfam
PF02940	PF01331	iPfam
PF02940	PF03919	iPfam
PF00377	PF07686	iPfam
PF02682	PF02626	iPfam
PF00453	PF00573	iPfam
PF00453	PF00829	iPfam
PF00453	PF01783	iPfam
PF01509	PF04410	iPfam
PF01509	PF09142	iPfam
PF01509	PF01472	iPfam
PF01509	PF04925	iPfam
PF03210	PF00973	iPfam
PF01868	PF04032	iPfam
PF00291	PF00290	iPfam
PF00291	PF02597	iPfam
PF13923	PF00179	iPfam
PF01448	PF00850	iPfam
PF07484	PF14928	iPfam
PF10417	PF02195	iPfam
PF08725	PF00373	iPfam
PF01686	PF02455	iPfam
PF00830	PF01281	iPfam
PF03399	PF05160	iPfam
PF06747	PF05051	iPfam
PF00168	PF00167	iPfam
PF00168	PF02318	iPfam
PF00168	PF00387	iPfam
PF00168	PF09279	iPfam
PF00168	PF01023	iPfam
PF00168	PF00388	iPfam
PF00268	PF07972	iPfam
PF08191	PF01403	iPfam
PF08191	PF12799	iPfam
PF00253	PF07650	iPfam
PF00253	PF00833	iPfam
PF00253	PF00203	iPfam
PF00253	PF01599	iPfam
PF00253	PF00189	iPfam
PF00253	PF00380	iPfam
PF04914	PF04918	iPfam
PF02899	PF09003	iPfam
PF13869	PF14259	iPfam
PF13869	PF00076	iPfam
PF04997	PF04539	iPfam
PF04997	PF04998	iPfam
PF04997	PF03979	iPfam
PF04997	PF04546	iPfam
PF04997	PF00382	iPfam
PF04997	PF03871	iPfam
PF04997	PF00562	iPfam
PF04997	PF00140	iPfam
PF04997	PF08271	iPfam
PF04997	PF03876	iPfam
PF04997	PF04561	iPfam
PF04997	PF12136	iPfam
PF04997	PF04542	iPfam
PF04997	PF03874	iPfam
PF04997	PF04545	iPfam
PF04997	PF01191	iPfam
PF04997	PF03439	iPfam
PF04997	PF04560	iPfam
PF04997	PF01193	iPfam
PF02737	PF00108	iPfam
PF00112	PF12628	iPfam
PF00112	PF08246	iPfam
PF00112	PF10467	iPfam
PF00112	PF00086	iPfam
PF00112	PF00031	iPfam
PF00112	PF09394	iPfam
PF00071	PF04051	iPfam
PF00071	PF09632	iPfam
PF00071	PF00638	iPfam
PF00071	PF05351	iPfam
PF00071	PF05925	iPfam
PF00071	PF14847	iPfam
PF00071	PF02759	iPfam
PF00071	PF09457	iPfam
PF00071	PF02115	iPfam
PF00071	PF06428	iPfam
PF00071	PF00641	iPfam
PF00071	PF02185	iPfam
PF00071	PF00620	iPfam
PF00071	PF00786	iPfam
PF00071	PF01833	iPfam
PF00071	PF03378	iPfam
PF00071	PF00617	iPfam
PF00071	PF00618	iPfam
PF00071	PF00515	iPfam
PF00071	PF08337	iPfam
PF00071	PF06367	iPfam
PF00071	PF03278	iPfam
PF00071	PF11464	iPfam
PF00071	PF00616	iPfam
PF00071	PF00621	iPfam
PF00071	PF02318	iPfam
PF00071	PF13516	iPfam
PF00071	PF08767	iPfam
PF00071	PF07487	iPfam
PF00071	PF00595	iPfam
PF00071	PF08506	iPfam
PF00071	PF02196	iPfam
PF00071	PF08912	iPfam
PF00071	PF11461	iPfam
PF00071	PF03496	iPfam
PF00071	PF06371	iPfam
PF00071	PF00415	iPfam
PF00071	PF09027	iPfam
PF00071	PF08389	iPfam
PF03747	PF00543	iPfam
PF04212	PF03357	iPfam
PF14888	PF14889	iPfam
PF00554	PF00170	iPfam
PF00554	PF00250	iPfam
PF01223	PF07924	iPfam
PF01223	PF08785	iPfam
PF10420	PF03039	iPfam
PF00243	PF07679	iPfam
PF00243	PF00020	iPfam
PF13657	PF07805	iPfam
PF13657	PF07804	iPfam
PF13657	PF01381	iPfam
PF00397	PF07415	iPfam
PF00576	PF00061	iPfam
PF00510	PF07835	iPfam
PF00510	PF02297	iPfam
PF00510	PF02046	iPfam
PF00510	PF02238	iPfam
PF00510	PF02935	iPfam
PF00510	PF01215	iPfam
PF00866	PF00848	iPfam
PF02221	PF11921	iPfam
PF11480	PF12106	iPfam
PF02142	PF01808	iPfam
PF01282	PF04758	iPfam
PF00786	PF04806	iPfam
PF00786	PF00069	iPfam
PF00127	PF01333	iPfam
PF00127	PF13442	iPfam
PF00127	PF06433	iPfam
PF00127	PF02975	iPfam
PF12705	PF04257	iPfam
PF12705	PF13361	iPfam
PF01401	PF09408	iPfam
PF01401	PF01600	iPfam
PF08506	PF03810	iPfam
PF08506	PF03378	iPfam
PF00710	PF02934	iPfam
PF01537	PF07686	iPfam
PF06514	PF14495	iPfam
PF06514	PF00034	iPfam
PF01398	PF13012	iPfam
PF01398	PF00240	iPfam
PF01398	PF13519	iPfam
PF00233	PF04868	iPfam
PF02914	PF09299	iPfam
PF09010	PF04545	iPfam
PF01918	PF12328	iPfam
PF13774	PF12796	iPfam
PF01159	PF00298	iPfam
PF01159	PF03946	iPfam
PF01159	PF08079	iPfam
PF01159	PF01020	iPfam
PF00831	PF00240	iPfam
PF00831	PF01775	iPfam
PF00831	PF00861	iPfam
PF00831	PF05697	iPfam
PF00831	PF00467	iPfam
PF00831	PF01780	iPfam
PF00831	PF01020	iPfam
PF00535	PF00652	iPfam
PF00040	PF01471	iPfam
PF00040	PF00413	iPfam
PF00040	PF00049	iPfam
PF04564	PF00183	iPfam
PF00644	PF02877	iPfam
PF02152	PF01288	iPfam
PF01433	PF01600	iPfam
PF01433	PF09127	iPfam
PF01433	PF02202	iPfam
